,polarity
13689,-11.916511535644531
13690,-11.66231918334961
13691,-11.66231918334961
13692,-11.317313194274902
13693,-11.52623176574707
13694,-11.625093460083008
13695,-12.041593551635742
13696,-11.329103469848633
13697,-11.869186401367188
13698,-11.488031387329102
13699,-11.643160820007324
13700,-12.001752853393555
13701,-7.835627555847168
13702,-12.304349899291992
13703,-12.123732566833496
13704,-12.178998947143555
13705,-11.66231918334961
13706,-11.508350372314453
13707,-12.279510498046875
13708,-11.66231918334961
13709,-11.488031387329102
13710,-11.607349395751953
13711,-12.202274322509766
13712,-11.625093460083008
13713,-11.66231918334961
13714,-12.116693496704102
13715,-11.625093460083008
13716,-11.706548690795898
13717,-11.973006248474121
13718,-11.488031387329102
13719,-11.625093460083008
13720,-12.148655891418457
13721,-12.268482208251953
13722,-12.304349899291992
13723,-12.145868301391602
13724,-9.968196868896484
13725,-12.304349899291992
13726,-11.878499031066895
13727,-11.53611946105957
13728,-12.304349899291992
13729,-11.709362983703613
13730,-11.56367301940918
13731,-12.212926864624023
13732,-11.625093460083008
13733,-12.122705459594727
13734,-11.878501892089844
13735,-11.643160820007324
13736,-11.508350372314453
13737,-12.065713882446289
13738,-11.90711784362793
13739,-12.263103485107422
13740,-7.5926408767700195
13741,-12.178998947143555
13742,-12.10087776184082
13743,-12.304349899291992
13744,-12.304349899291992
13745,-11.66231918334961
13746,-11.540454864501953
13747,-10.08453369140625
13748,-11.660648345947266
13749,-11.848203659057617
13750,-12.244346618652344
13751,-12.178998947143555
13752,-12.008970260620117
13753,-12.178998947143555
13754,-11.790998458862305
13755,-11.867301940917969
13756,-11.625093460083008
13757,-11.625093460083008
13758,-11.222297668457031
13759,-11.643160820007324
13760,-11.66231918334961
13761,-11.625093460083008
13762,-11.855377197265625
13763,-12.005895614624023
13764,-11.66231918334961
13765,-12.255380630493164
13766,-11.643160820007324
13767,-12.304349899291992
13768,-11.607349395751953
13769,-12.178998947143555
13770,-12.057867050170898
13771,-11.53611946105957
13772,-11.53611946105957
13773,-11.643160820007324
13774,-11.852683067321777
13775,-12.304349899291992
13776,-12.04358196258545
13777,-11.625093460083008
13778,-11.643160820007324
13779,-11.625093460083008
13780,-12.065713882446289
13781,-11.939323425292969
13782,-11.53611946105957
13783,-11.076169967651367
13784,-11.488031387329102
13785,-12.304349899291992
13786,-11.989907264709473
13787,-11.950948715209961
13788,-10.77768611907959
13789,-12.304349899291992
13790,-12.304349899291992
13791,-12.057867050170898
13792,-11.625093460083008
13793,-7.835627555847168
13794,-10.264166831970215
13795,-12.178998947143555
13796,-11.643160820007324
13797,-12.026537895202637
13798,-11.810372352600098
13799,-11.66231918334961
13800,-12.304349899291992
13801,-11.68348503112793
13802,-12.158525466918945
13803,-12.010757446289062
13804,-12.304349899291992
13805,-11.865068435668945
13806,-12.13888168334961
13807,-12.304349899291992
13808,-12.300277709960938
13809,-11.842662811279297
13810,-12.304349899291992
13811,-12.304349899291992
13812,-11.989907264709473
13813,-12.187204360961914
13814,-12.123732566833496
13815,-11.549409866333008
13816,-11.998281478881836
13817,-11.66231918334961
13818,-11.464997291564941
13819,-9.298853874206543
13820,-11.97419548034668
13821,-11.881311416625977
13822,-11.646814346313477
13823,-12.095203399658203
13824,-11.66231918334961
13825,-12.112085342407227
13826,-12.154008865356445
13827,-12.065713882446289
13828,-12.116992950439453
13829,-12.304349899291992
13830,-11.962839126586914
13831,-12.178998947143555
13832,-11.508350372314453
13833,-12.049246788024902
13834,-12.158525466918945
13835,-12.065713882446289
13836,-12.304349899291992
13837,-11.883430480957031
13838,-11.745950698852539
13839,-7.44815731048584
13840,-11.876523971557617
13841,-12.031821250915527
13842,-12.0469331741333
13843,-11.53611946105957
13844,-12.304349899291992
13845,-12.065713882446289
13846,-12.304349899291992
13847,-12.040075302124023
13848,-11.850614547729492
13849,-11.643160820007324
13850,-11.958810806274414
13851,-12.304349899291992
13852,-11.689492225646973
13853,-12.304349899291992
13854,-11.643160820007324
13855,-11.450502395629883
13856,-12.304349899291992
13857,-7.5926408767700195
13858,-12.124293327331543
13859,-12.065713882446289
13860,-11.836713790893555
13861,-11.851547241210938
13862,-11.66231918334961
13863,-12.116992950439453
13864,-11.95748519897461
13865,-11.842662811279297
13866,-10.221962928771973
13867,-11.647392272949219
13868,-12.304349899291992
13869,-11.66231918334961
13870,-12.304349899291992
13871,-12.304349899291992
13872,-12.057867050170898
13873,-7.5926408767700195
13874,-10.891961097717285
13875,-12.062454223632812
13876,-12.049270629882812
13877,-11.848133087158203
13878,-11.380149841308594
13879,-12.304349899291992
13880,-11.883430480957031
13881,-12.304349899291992
13882,-12.095672607421875
13883,-11.643160820007324
13884,-11.508350372314453
13885,-12.347503662109375
13886,-10.818689346313477
13887,-12.010757446289062
13888,-12.304349899291992
13889,-11.497913360595703
13890,-12.117380142211914
13891,-12.057867050170898
13892,-11.643160820007324
13893,-6.568026065826416
13894,-11.625093460083008
13895,-11.66231918334961
13896,-12.304349899291992
13897,-11.68348503112793
13898,-11.989757537841797
13899,-12.065713882446289
13900,-12.065713882446289
13901,-12.304349899291992
13902,-11.974723815917969
13903,-12.304349899291992
13904,-12.304349899291992
13905,-9.055112838745117
13906,-12.042861938476562
13907,-11.713839530944824
13908,-12.218385696411133
13909,-12.158525466918945
13910,-11.508350372314453
13911,-12.196327209472656
13912,-9.968196868896484
13913,-11.66231918334961
13914,-12.304349899291992
13915,-12.036199569702148
13916,-12.304349899291992
13917,-12.178998947143555
13918,-11.706548690795898
13919,-11.53611946105957
13920,-7.835627555847168
13921,-11.971343994140625
13922,-11.805179595947266
13923,-11.643160820007324
13924,-11.66231918334961
13925,-11.643160820007324
13926,-11.916511535644531
13927,-12.042228698730469
13928,-12.038206100463867
13929,-12.158525466918945
13930,-12.065713882446289
13931,-12.095739364624023
13932,-11.706548690795898
13933,-12.076166152954102
13934,-11.790168762207031
13935,-12.304349899291992
13936,-11.508657455444336
13937,-12.178998947143555
13938,-12.255134582519531
13939,-11.709362983703613
13940,-11.702434539794922
13941,-12.233919143676758
13942,-12.42173957824707
13943,-11.983865737915039
13944,-12.109006881713867
13945,-12.065713882446289
13946,-12.065713882446289
13947,-12.304349899291992
13948,-11.64944076538086
13949,-12.304349899291992
13950,-12.304349899291992
13951,-12.017793655395508
13952,-12.268482208251953
13953,-11.643160820007324
13954,-12.182937622070312
13955,-12.010757446289062
13956,-12.304349899291992
13957,-11.66231918334961
13958,-11.296049118041992
13959,-9.298853874206543
13960,-11.643160820007324
13961,-12.304349899291992
13962,-11.989907264709473
13963,-11.680477142333984
13964,-7.5926408767700195
13965,-11.75654411315918
13966,-12.304349899291992
13967,-11.53611946105957
13968,-12.304349899291992
13969,-12.178998947143555
13970,-11.66231918334961
13971,-12.304349899291992
13972,-11.823028564453125
13973,-11.476486206054688
13974,-10.221962928771973
13975,-10.482547760009766
13976,-11.681334495544434
13977,-12.304349899291992
13978,-12.216095924377441
13979,-11.884537696838379
13980,-11.971343994140625
13981,-11.625093460083008
13982,-12.181577682495117
13983,-11.66231918334961
13984,-11.66231918334961
13985,-10.818689346313477
13986,-12.010757446289062
13987,-12.072672843933105
13988,-11.488031387329102
13989,-11.488031387329102
13990,-9.218351364135742
13991,-12.304349899291992
13992,-12.304349899291992
13993,-12.174589157104492
13994,-10.54171371459961
13995,-12.293867111206055
13996,-11.68348503112793
13997,-11.643160820007324
13998,-8.208600044250488
13999,-11.65414047241211
14000,-12.057867050170898
14001,-6.568026065826416
14002,-7.5926408767700195
14003,-12.012306213378906
14004,-11.945428848266602
14005,-12.158525466918945
14006,-6.820977687835693
14007,-11.66231918334961
14008,-11.53611946105957
14009,-11.94301986694336
14010,-11.706548690795898
14011,-12.077460289001465
14012,-11.598329544067383
14013,-12.1472749710083
14014,-12.304349899291992
14015,-12.304349899291992
14016,-11.60526180267334
14017,-11.784955978393555
14018,-11.53611946105957
14019,-12.304349899291992
14020,-11.778934478759766
14021,-12.280548095703125
14022,-12.057867050170898
14023,-12.013264656066895
14024,-12.222267150878906
14025,-11.954376220703125
14026,-11.66231918334961
14027,-11.643160820007324
14028,-12.057867050170898
14029,-12.304349899291992
14030,-11.051912307739258
14031,-12.065713882446289
14032,-12.304349899291992
14033,-11.52395248413086
14034,-11.905250549316406
14035,-9.298853874206543
14036,-10.993969917297363
14037,-11.46870231628418
14038,-12.1950101852417
14039,-12.112085342407227
14040,-11.66231918334961
14041,-12.057867050170898
14042,-12.065713882446289
14043,-11.66231918334961
14044,-11.488031387329102
14045,-11.700468063354492
14046,-12.08830451965332
14047,-12.116992950439453
14048,-11.625093460083008
14049,-11.020174026489258
14050,-11.876523971557617
14051,-12.304349899291992
14052,-10.264166831970215
14053,-7.5926408767700195
14054,-12.032360076904297
14055,-11.66231918334961
14056,-11.971343994140625
14057,-11.989907264709473
14058,-11.892974853515625
14059,-6.969079494476318
14060,-12.255916595458984
14061,-11.883430480957031
14062,-12.304349899291992
14063,-12.205690383911133
14064,-12.304349899291992
14065,-11.977087020874023
14066,-11.643160820007324
14067,-12.304349899291992
14068,-11.598329544067383
14069,-12.304349899291992
14070,-12.192094802856445
14071,-12.304349899291992
14072,-12.128589630126953
14073,-12.094135284423828
14074,-11.643160820007324
14075,-11.419771194458008
14076,-11.053510665893555
14077,-12.304349899291992
14078,-12.065713882446289
14079,-11.508350372314453
14080,-12.304349899291992
14081,-11.643160820007324
14082,-11.53611946105957
14083,-12.304349899291992
14084,-12.304349899291992
14085,-12.28164291381836
14086,-11.625093460083008
14087,-12.304349899291992
14088,-11.76462459564209
14089,-11.790998458862305
14090,-11.625093460083008
14091,-11.883430480957031
14092,-10.991275787353516
14093,-11.774261474609375
14094,-11.841198921203613
14095,-11.488031387329102
14096,-12.126670837402344
14097,-11.625093460083008
14098,-11.851547241210938
14099,-11.488031387329102
14100,-12.178998947143555
14101,-11.643160820007324
14102,-11.508350372314453
14103,-12.05786418914795
14104,-11.995550155639648
14105,-11.499958038330078
14106,-11.488218307495117
14107,-11.53611946105957
14108,-12.304349899291992
14109,-11.793697357177734
14110,-12.010757446289062
14111,-11.706548690795898
14112,-11.66231918334961
14113,-11.883430480957031
14114,-11.66231918334961
14115,-11.713839530944824
14116,-12.010757446289062
14117,-12.200002670288086
14118,-5.829629898071289
14119,-12.204853057861328
14120,-11.643160820007324
14121,-11.883430480957031
14122,-11.66231918334961
14123,-12.304349899291992
14124,-11.66231918334961
14125,-11.790998458862305
14126,-11.709362983703613
14127,-11.625093460083008
14128,-12.200960159301758
14129,-11.944271087646484
14130,-5.829629898071289
14131,-12.304349899291992
14132,-12.181577682495117
14133,-10.938387870788574
14134,-12.172811508178711
14135,-11.53611946105957
14136,-11.380149841308594
14137,-11.974723815917969
14138,-10.891961097717285
14139,-11.989907264709473
14140,-11.989907264709473
14141,-12.238794326782227
14142,-12.097731590270996
14143,-11.625093460083008
14144,-11.643160820007324
14145,-12.304349899291992
14146,-11.691529273986816
14147,-11.488031387329102
14148,-11.694589614868164
14149,-11.813241004943848
14150,-10.682371139526367
14151,-10.264166831970215
14152,-11.661449432373047
14153,-11.793697357177734
14154,-12.304349899291992
14155,-11.66231918334961
14156,-11.600638389587402
14157,-11.970979690551758
14158,-11.66231918334961
14159,-11.643160820007324
14160,-12.181577682495117
14161,-11.995271682739258
14162,-12.034360885620117
14163,-11.265266418457031
14164,-12.05729866027832
14165,-10.983777046203613
14166,-12.138093948364258
14167,-11.66231918334961
14168,-11.90351676940918
14169,-11.643160820007324
14170,-12.304349899291992
14171,-11.66231918334961
14172,-11.790998458862305
14173,-12.304349899291992
14174,-11.466428756713867
14175,-12.304349899291992
14176,-12.304349899291992
14177,-12.304349899291992
14178,-11.989907264709473
14179,-12.304349899291992
14180,-11.643160820007324
14181,-9.298853874206543
14182,-11.53611946105957
14183,-11.713839530944824
14184,-11.625093460083008
14185,-11.66231918334961
14186,-11.66231918334961
14187,-12.065713882446289
14188,-11.681024551391602
14189,-11.962839126586914
14190,-11.950948715209961
14191,-11.989907264709473
14192,-12.304349899291992
14193,-9.298853874206543
14194,-11.643160820007324
14195,-12.211677551269531
14196,-11.989907264709473
14197,-11.904760360717773
14198,-12.135160446166992
14199,-11.648799896240234
14200,-12.304349899291992
14201,-11.770467758178711
14202,-11.637545585632324
14203,-12.304349899291992
14204,-11.999311447143555
14205,-12.057867050170898
14206,-12.304349899291992
14207,-12.065713882446289
14208,-9.351318359375
14209,-11.66231918334961
14210,-12.112523078918457
14211,-11.526640892028809
14212,-10.370617866516113
14213,-12.065713882446289
14214,-12.143935203552246
14215,-6.568026065826416
14216,-11.904829978942871
14217,-11.51463508605957
14218,-7.5926408767700195
14219,-11.66231918334961
14220,-7.5926408767700195
14221,-11.66231918334961
14222,-12.101238250732422
14223,-12.312076568603516
14224,-12.304349899291992
14225,-9.968196868896484
14226,-11.572935104370117
14227,-12.304349899291992
14228,-12.011802673339844
14229,-11.68348503112793
14230,-11.526895523071289
14231,-12.065713882446289
14232,-11.643160820007324
14233,-12.304349899291992
14234,-12.304349899291992
14235,-12.227874755859375
14236,-12.063472747802734
14237,-12.117074966430664
14238,-10.23336124420166
14239,-12.038366317749023
14240,-12.162824630737305
14241,-12.127490997314453
14242,-12.153921127319336
14243,-12.304349899291992
14244,-11.828831672668457
14245,-12.304349899291992
14246,-12.162212371826172
14247,-12.304349899291992
14248,-12.304349899291992
14249,-11.882209777832031
14250,-12.178998947143555
14251,-11.790998458862305
14252,-12.139867782592773
14253,-11.222297668457031
14254,-12.05744743347168
14255,-11.995275497436523
14256,-9.95616626739502
14257,-7.5926408767700195
14258,-11.505399703979492
14259,-12.304349899291992
14260,-11.643160820007324
14261,-11.953216552734375
14262,-12.304349899291992
14263,-11.508350372314453
14264,-11.66231918334961
14265,-11.68602180480957
14266,-12.19734001159668
14267,-12.304349899291992
14268,-11.643160820007324
14269,-12.076578140258789
14270,-12.304349899291992
14271,-11.950948715209961
14272,-12.304349899291992
14273,-5.829629898071289
14274,-11.790998458862305
14275,-11.625093460083008
14276,-10.370617866516113
14277,-10.891961097717285
14278,-11.848858833312988
14279,-12.010757446289062
14280,-12.112085342407227
14281,-11.553838729858398
14282,-12.212926864624023
14283,-11.625093460083008
14284,-11.75654411315918
14285,-12.304349899291992
14286,-11.865041732788086
14287,-11.565162658691406
14288,-11.892991065979004
14289,-12.304349899291992
14290,-12.057867050170898
14291,-11.66231918334961
14292,-12.304349899291992
14293,-12.004663467407227
14294,-11.953714370727539
14295,-12.014315605163574
14296,-11.96563720703125
14297,-10.463937759399414
14298,-11.68348503112793
14299,-12.069087982177734
14300,-11.488031387329102
14301,-12.304349899291992
14302,-12.304349899291992
14303,-11.46870231628418
14304,-11.560358047485352
14305,-12.304349899291992
14306,-12.133392333984375
14307,-12.304349899291992
14308,-12.220901489257812
14309,-11.643160820007324
14310,-11.643160820007324
14311,-10.714037895202637
14312,-12.036510467529297
14313,-11.688207626342773
14314,-12.304349899291992
14315,-9.055112838745117
14316,-11.910209655761719
14317,-12.187891006469727
14318,-12.304349899291992
14319,-11.643160820007324
14320,-11.488031387329102
14321,-11.681024551391602
14322,-12.304349899291992
14323,-12.239128112792969
14324,-11.372044563293457
14325,-12.010757446289062
14326,-11.297883033752441
14327,-12.304349899291992
14328,-11.625093460083008
14329,-11.66231918334961
14330,-12.026416778564453
14331,-11.788379669189453
14332,-9.298853874206543
14333,-12.034196853637695
14334,-11.922550201416016
14335,-11.579782485961914
14336,-12.043396949768066
14337,-10.848316192626953
14338,-11.842662811279297
14339,-12.304349899291992
14340,-11.488031387329102
14341,-11.625093460083008
14342,-12.078230857849121
14343,-12.175252914428711
14344,-11.66231918334961
14345,-12.304349899291992
14346,-12.057867050170898
14347,-11.66231918334961
14348,-12.200960159301758
14349,-12.033182144165039
14350,-12.178998947143555
14351,-12.304349899291992
14352,-12.304349899291992
14353,-11.66231918334961
14354,-11.53892707824707
14355,-12.08294677734375
14356,-11.643160820007324
14357,-11.488031387329102
14358,-12.004066467285156
14359,-12.304349899291992
14360,-12.304349899291992
14361,-12.304349899291992
14362,-11.51463508605957
14363,-12.106087684631348
14364,-11.625093460083008
14365,-10.646757125854492
14366,-12.304349899291992
14367,-12.169200897216797
14368,-10.438726425170898
14369,-7.5926408767700195
14370,-11.916971206665039
14371,-11.625093460083008
14372,-11.643160820007324
14373,-12.071869850158691
14374,-11.66231918334961
14375,-11.842662811279297
14376,-11.643160820007324
14377,-12.03709602355957
14378,-12.057867050170898
14379,-12.123249053955078
14380,-12.010757446289062
14381,-12.065713882446289
14382,-11.489574432373047
14383,-11.778051376342773
14384,-11.786691665649414
14385,-12.057867050170898
14386,-12.365416526794434
14387,-11.978473663330078
14388,-11.625093460083008
14389,-12.304349899291992
14390,-11.516073226928711
14391,-12.149137496948242
14392,-11.595748901367188
14393,-11.99111557006836
14394,-12.065713882446289
14395,-12.304349899291992
14396,-11.297883033752441
14397,-12.304349899291992
14398,-11.989907264709473
14399,-11.700468063354492
14400,-12.20164680480957
14401,-12.255134582519531
14402,-11.903974533081055
14403,-12.255243301391602
14404,-11.66231918334961
14405,-11.97419548034668
14406,-11.66231918334961
14407,-11.793697357177734
14408,-11.53611946105957
14409,-12.304349899291992
14410,-12.34660530090332
14411,-11.598329544067383
14412,-12.215850830078125
14413,-11.66231918334961
14414,-11.989907264709473
14415,-11.66231918334961
14416,-12.304349899291992
14417,-11.53611946105957
14418,-12.304349899291992
14419,-12.304349899291992
14420,-11.66231918334961
14421,-11.643160820007324
14422,-12.304349899291992
14423,-12.178998947143555
14424,-11.938369750976562
14425,-11.881311416625977
14426,-12.062491416931152
14427,-10.989395141601562
14428,-11.53611946105957
14429,-11.905868530273438
14430,-11.625093460083008
14431,-12.162059783935547
14432,-12.21876335144043
14433,-12.304349899291992
14434,-11.643160820007324
14435,-11.878765106201172
14436,-11.66231918334961
14437,-11.53611946105957
14438,-11.643160820007324
14439,-11.842662811279297
14440,-12.003597259521484
14441,-11.66231918334961
14442,-12.054216384887695
14443,-11.953216552734375
14444,-11.265266418457031
14445,-12.109503746032715
14446,-12.06009292602539
14447,-12.065713882446289
14448,-12.14851188659668
14449,-12.304349899291992
14450,-12.304349899291992
14451,-7.5926408767700195
14452,-5.829629898071289
14453,-12.442956924438477
14454,-11.284767150878906
14455,-11.603528022766113
14456,-11.625093460083008
14457,-12.255134582519531
14458,-12.123249053955078
14459,-11.935737609863281
14460,-11.586158752441406
14461,-12.304349899291992
14462,-11.962721824645996
14463,-12.014097213745117
14464,-11.53611946105957
14465,-12.057867050170898
14466,-11.907190322875977
14467,-12.155141830444336
14468,-12.142217636108398
14469,-12.152294158935547
14470,-12.304349899291992
14471,-11.787248611450195
14472,-12.304349899291992
14473,-12.239128112792969
14474,-12.045015335083008
14475,-11.790998458862305
14476,-11.46870231628418
14477,-12.182392120361328
14478,-7.5926408767700195
14479,-12.029030799865723
14480,-11.115941047668457
14481,-12.304349899291992
14482,-11.66231918334961
14483,-12.304349899291992
14484,-12.13585090637207
14485,-12.304349899291992
14486,-12.020004272460938
14487,-11.816155433654785
14488,-11.457571983337402
14489,-12.063348770141602
14490,-11.675456047058105
14491,-11.68348503112793
14492,-7.5926408767700195
14493,-11.625093460083008
14494,-11.983796119689941
14495,-11.625093460083008
14496,-12.010757446289062
14497,-12.010757446289062
14498,-12.065713882446289
14499,-12.057867050170898
14500,-11.643160820007324
14501,-11.675456047058105
14502,-12.151826858520508
14503,-12.304349899291992
14504,-12.048260688781738
14505,-12.304349899291992
14506,-11.944473266601562
14507,-12.006830215454102
14508,-11.487358093261719
14509,-12.021665573120117
14510,-11.643160820007324
14511,-12.123732566833496
14512,-11.352231979370117
14513,-7.5926408767700195
14514,-12.081302642822266
14515,-11.643160820007324
14516,-12.304349899291992
14517,-12.304349899291992
14518,-9.968196868896484
14519,-12.178998947143555
14520,-11.811445236206055
14521,-11.983381271362305
14522,-12.304349899291992
14523,-11.650796890258789
14524,-11.828394889831543
14525,-11.625093460083008
14526,-11.675456047058105
14527,-11.53611946105957
14528,-11.625093460083008
14529,-11.833662033081055
14530,-11.952667236328125
14531,-11.790998458862305
14532,-12.304349899291992
14533,-11.973006248474121
14534,-12.304349899291992
14535,-12.304349899291992
14536,-7.5926408767700195
14537,-11.829935073852539
14538,-11.625093460083008
14539,-11.66231918334961
14540,-12.128371238708496
14541,-7.5926408767700195
14542,-12.210102081298828
14543,-12.069822311401367
14544,-12.03681755065918
14545,-11.793697357177734
14546,-11.904829978942871
14547,-7.5926408767700195
14548,-11.603460311889648
14549,-12.304349899291992
14550,-7.5926408767700195
14551,-11.508350372314453
14552,-11.66231918334961
14553,-12.158525466918945
14554,-11.713839530944824
14555,-12.227605819702148
14556,-12.304349899291992
14557,-12.304349899291992
14558,-7.5926408767700195
14559,-11.53611946105957
14560,-11.839101791381836
14561,-12.112523078918457
14562,-12.21175765991211
14563,-12.151060104370117
14564,-11.625093460083008
14565,-11.53611946105957
14566,-11.809854507446289
14567,-12.304349899291992
14568,-7.5926408767700195
14569,-11.643160820007324
14570,-12.010757446289062
14571,-12.17094612121582
14572,-11.823028564453125
14573,-11.681024551391602
14574,-11.643160820007324
14575,-11.916982650756836
14576,-11.663005828857422
14577,-11.809854507446289
14578,-11.643160820007324
14579,-11.890823364257812
14580,-12.010757446289062
14581,-12.22911262512207
14582,-12.304349899291992
14583,-11.643160820007324
14584,-12.304349899291992
14585,-11.977161407470703
14586,-11.66231918334961
14587,-10.264166831970215
14588,-11.488031387329102
14589,-11.643160820007324
14590,-11.643160820007324
14591,-11.488031387329102
14592,-12.175093650817871
14593,-11.883430480957031
14594,-12.304349899291992
14595,-12.13426399230957
14596,-12.304349899291992
14597,-10.907796859741211
14598,-12.005895614624023
14599,-12.304349899291992
14600,-12.304349899291992
14601,-11.625093460083008
14602,-11.938532829284668
14603,-12.010757446289062
14604,-11.856573104858398
14605,-11.625093460083008
14606,-11.602180480957031
14607,-12.111791610717773
14608,-11.309318542480469
14609,-11.643160820007324
14610,-11.66231918334961
14611,-11.488031387329102
14612,-11.66231918334961
14613,-12.304349899291992
14614,-12.140192031860352
14615,-12.304349899291992
14616,-12.178998947143555
14617,-11.971343994140625
14618,-12.057867050170898
14619,-11.544037818908691
14620,-11.66231918334961
14621,-11.552900314331055
14622,-12.304349899291992
14623,-11.625093460083008
14624,-11.507089614868164
14625,-12.304349899291992
14626,-12.170631408691406
14627,-11.66231918334961
14628,-10.264166831970215
14629,-11.782028198242188
14630,-11.42153549194336
14631,-11.643160820007324
14632,-12.158525466918945
14633,-11.66231918334961
14634,-12.304349899291992
14635,-11.643160820007324
14636,-12.178998947143555
14637,-11.222297668457031
14638,-12.304349899291992
14639,-11.66231918334961
14640,-12.038663864135742
14641,-12.10203742980957
14642,-11.925586700439453
14643,-11.367256164550781
14644,-11.66231918334961
14645,-12.211885452270508
14646,-11.668498039245605
14647,-12.123732566833496
14648,-11.883430480957031
14649,-11.66231918334961
14650,-11.646127700805664
14651,-11.66231918334961
14652,-10.989395141601562
14653,-11.977651596069336
14654,-10.264166831970215
14655,-11.66231918334961
14656,-12.123029708862305
14657,-11.933645248413086
14658,-12.066038131713867
14659,-11.66231918334961
14660,-11.69788932800293
14661,-12.098627090454102
14662,-11.69951057434082
14663,-12.304349899291992
14664,-11.625093460083008
14665,-10.891961097717285
14666,-12.161931037902832
14667,-11.66231918334961
14668,-11.66231918334961
14669,-12.085819244384766
14670,-11.508350372314453
14671,-12.264965057373047
14672,-12.026556015014648
14673,-11.75654411315918
14674,-12.255134582519531
14675,-12.245742797851562
14676,-12.242258071899414
14677,-11.962839126586914
14678,-12.010757446289062
14679,-11.340566635131836
14680,-11.66231918334961
14681,-11.638368606567383
14682,-12.304349899291992
14683,-12.239251136779785
14684,-12.304349899291992
14685,-12.161931037902832
14686,-12.304349899291992
14687,-11.66231918334961
14688,-12.060571670532227
14689,-12.06019401550293
14690,-12.161832809448242
14691,-12.294698715209961
14692,-11.66231918334961
14693,-11.643160820007324
14694,-9.298853874206543
14695,-12.021209716796875
14696,-12.178998947143555
14697,-12.304349899291992
14698,-12.237143516540527
14699,-9.968196868896484
14700,-11.68348503112793
14701,-12.031583786010742
14702,-11.598329544067383
14703,-12.304349899291992
14704,-11.488031387329102
14705,-11.966732025146484
14706,-11.66231918334961
14707,-12.116992950439453
14708,-11.625093460083008
14709,-12.164884567260742
14710,-11.53611946105957
14711,-11.809854507446289
14712,-11.66231918334961
14713,-11.958810806274414
14714,-11.222297668457031
14715,-11.989907264709473
14716,-12.122937202453613
14717,-7.5926408767700195
14718,-12.108112335205078
14719,-11.643160820007324
14720,-11.652398109436035
14721,-12.178998947143555
14722,-12.087051391601562
14723,-11.99560546875
14724,-12.040445327758789
14725,-10.714037895202637
14726,-11.883430480957031
14727,-11.883430480957031
14728,-12.135452270507812
14729,-11.706548690795898
14730,-11.822089195251465
14731,-11.66231918334961
14732,-11.456405639648438
14733,-12.304349899291992
14734,-11.70004653930664
14735,-11.643160820007324
14736,-11.842662811279297
14737,-11.643160820007324
14738,-12.151060104370117
14739,-12.304349899291992
14740,-12.304349899291992
14741,-11.866055488586426
14742,-12.304349899291992
14743,-11.654607772827148
14744,-12.057867050170898
14745,-11.53611946105957
14746,-12.174295425415039
14747,-11.68348503112793
14748,-11.809808731079102
14749,-12.20164680480957
14750,-12.144615173339844
14751,-12.304349899291992
14752,-11.616701126098633
14753,-11.251136779785156
14754,-11.643160820007324
14755,-12.075008392333984
14756,-10.577413558959961
14757,-9.298853874206543
14758,-11.828394889831543
14759,-12.112523078918457
14760,-11.988164901733398
14761,-11.829376220703125
14762,-11.625093460083008
14763,-12.304349899291992
14764,-10.1512451171875
14765,-11.54602336883545
14766,-11.696258544921875
14767,-12.02862548828125
14768,-12.057867050170898
14769,-11.961772918701172
14770,-11.508350372314453
14771,-11.488031387329102
14772,-12.011041641235352
14773,-12.057867050170898
14774,-11.75654411315918
14775,-11.600638389587402
14776,-11.675456047058105
14777,-12.11634635925293
14778,-11.66231918334961
14779,-11.598329544067383
14780,-7.5926408767700195
14781,-12.10203742980957
14782,-11.681024551391602
14783,-12.304349899291992
14784,-12.304349899291992
14785,-11.598329544067383
14786,-11.989907264709473
14787,-11.974723815917969
14788,-11.818809509277344
14789,-12.016231536865234
14790,-11.594074249267578
14791,-12.304349899291992
14792,-12.304349899291992
14793,-12.065713882446289
14794,-11.66231918334961
14795,-12.304349899291992
14796,-12.171895980834961
14797,-12.178998947143555
14798,-11.607349395751953
14799,-11.923652648925781
14800,-11.883430480957031
14801,-12.175687789916992
14802,-11.938532829284668
14803,-5.829629898071289
14804,-11.66231918334961
14805,-11.598329544067383
14806,-11.625093460083008
14807,-11.990581512451172
14808,-11.850567817687988
14809,-11.565357208251953
14810,-11.488031387329102
14811,-12.304349899291992
14812,-11.47671127319336
14813,-12.116992950439453
14814,-11.804938316345215
14815,-12.304349899291992
14816,-12.057867050170898
14817,-12.304349899291992
14818,-10.221962928771973
14819,-12.057867050170898
14820,-12.112085342407227
14821,-10.891961097717285
14822,-11.66231918334961
14823,-12.304349899291992
14824,-12.304349899291992
14825,-12.123638153076172
14826,-11.488031387329102
14827,-11.928033828735352
14828,-11.883430480957031
14829,-11.643160820007324
14830,-10.981925964355469
14831,-12.304349899291992
14832,-10.973430633544922
14833,-10.84933853149414
14834,-11.813597679138184
14835,-11.598329544067383
14836,-12.304349899291992
14837,-11.66231918334961
14838,-12.133392333984375
14839,-5.829629898071289
14840,-11.879372596740723
14841,-11.867706298828125
14842,-12.065713882446289
14843,-11.643160820007324
14844,-11.87479019165039
14845,-12.260530471801758
14846,-11.86732292175293
14847,-12.111532211303711
14848,-10.264166831970215
14849,-12.017793655395508
14850,-12.006830215454102
14851,-11.625093460083008
14852,-12.267279624938965
